danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,image_path,error
0.805,0.767,8.0,-4.499,0.0,0.0666,0.0429,3.49e-06,0.128,0.85,124.042,audio_features,2BMhTcquomJgCq3MfNkY1P,spotify:track:2BMhTcquomJgCq3MfNkY1P,https://api.spotify.com/v1/tracks/2BMhTcquomJgCq3MfNkY1P,https://api.spotify.com/v1/audio-analysis/2BMhTcquomJgCq3MfNkY1P,150968.0,4.0,Album-Cover-GAN/images/2BMhTcquomJgCq3MfNkY1P.jpeg,
0.611,0.626,7.0,-5.087,1.0,0.0778,0.337,0.0,0.115,0.48,100.129,audio_features,06dQ2rcBkq7z3AEZ4jhvc2,spotify:track:06dQ2rcBkq7z3AEZ4jhvc2,https://api.spotify.com/v1/tracks/06dQ2rcBkq7z3AEZ4jhvc2,https://api.spotify.com/v1/audio-analysis/06dQ2rcBkq7z3AEZ4jhvc2,156073.0,4.0,Album-Cover-GAN/images/06dQ2rcBkq7z3AEZ4jhvc2.jpeg,
0.929,0.582,2.0,-6.069,1.0,0.293,0.134,0.0,0.101,0.397,94.985,audio_features,1rFSc82CUMlFewowdZPRT8,spotify:track:1rFSc82CUMlFewowdZPRT8,https://api.spotify.com/v1/tracks/1rFSc82CUMlFewowdZPRT8,https://api.spotify.com/v1/audio-analysis/1rFSc82CUMlFewowdZPRT8,233150.0,4.0,Album-Cover-GAN/images/1rFSc82CUMlFewowdZPRT8.jpeg,
0.851,0.615,6.0,-6.386,0.0,0.0474,0.0843,3.28e-05,0.312,0.781,135.975,audio_features,1ISqxcKx6GHXjomB4NfkpF,spotify:track:1ISqxcKx6GHXjomB4NfkpF,https://api.spotify.com/v1/tracks/1ISqxcKx6GHXjomB4NfkpF,https://api.spotify.com/v1/audio-analysis/1ISqxcKx6GHXjomB4NfkpF,159077.0,4.0,Album-Cover-GAN/images/1ISqxcKx6GHXjomB4NfkpF.jpeg,
0.647,0.765,1.0,-6.459,1.0,0.06,0.111,0.0,0.315,0.855,79.994,audio_features,58UKC45GPNTflCN6nwCUeF,spotify:track:58UKC45GPNTflCN6nwCUeF,https://api.spotify.com/v1/tracks/58UKC45GPNTflCN6nwCUeF,https://api.spotify.com/v1/audio-analysis/58UKC45GPNTflCN6nwCUeF,161853.0,4.0,Album-Cover-GAN/images/58UKC45GPNTflCN6nwCUeF.jpeg,
0.829,0.46,9.0,-10.327,1.0,0.036,0.355,0.313,0.094,0.801,110.015,audio_features,3q9zwhKPHiUh8zVZ4sI5qs,spotify:track:3q9zwhKPHiUh8zVZ4sI5qs,https://api.spotify.com/v1/tracks/3q9zwhKPHiUh8zVZ4sI5qs,https://api.spotify.com/v1/audio-analysis/3q9zwhKPHiUh8zVZ4sI5qs,217133.0,4.0,Album-Cover-GAN/images/3q9zwhKPHiUh8zVZ4sI5qs.jpeg,
0.362,0.485,1.0,-8.895,1.0,0.0343,0.766,5.74e-06,0.111,0.305,160.919,audio_features,77dJLayRVnZpqhReztMZ1l,spotify:track:77dJLayRVnZpqhReztMZ1l,https://api.spotify.com/v1/tracks/77dJLayRVnZpqhReztMZ1l,https://api.spotify.com/v1/audio-analysis/77dJLayRVnZpqhReztMZ1l,171902.0,4.0,Album-Cover-GAN/images/77dJLayRVnZpqhReztMZ1l.jpeg,
0.752,0.56,11.0,-5.375,1.0,0.122,0.295,0.0,0.114,0.848,120.015,audio_features,035MzEbx4z2DxuRDymHXbv,spotify:track:035MzEbx4z2DxuRDymHXbv,https://api.spotify.com/v1/tracks/035MzEbx4z2DxuRDymHXbv,https://api.spotify.com/v1/audio-analysis/035MzEbx4z2DxuRDymHXbv,245959.0,4.0,Album-Cover-GAN/images/035MzEbx4z2DxuRDymHXbv.jpeg,
0.853,0.56,1.0,-4.961,1.0,0.0406,0.013,0.0,0.0944,0.86,134.066,audio_features,0KKkJNfGyhkQ5aFogxQAPU,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/tracks/0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU,206693.0,4.0,Album-Cover-GAN/images/0KKkJNfGyhkQ5aFogxQAPU.jpeg,
0.573,0.422,10.0,-7.621,0.0,0.0678,0.551,1.31e-05,0.102,0.693,124.357,audio_features,26b3oVLrRUaaybJulow9kz,spotify:track:26b3oVLrRUaaybJulow9kz,https://api.spotify.com/v1/tracks/26b3oVLrRUaaybJulow9kz,https://api.spotify.com/v1/audio-analysis/26b3oVLrRUaaybJulow9kz,184791.0,5.0,Album-Cover-GAN/images/26b3oVLrRUaaybJulow9kz.jpeg,
0.875,0.827,1.0,-7.258,1.0,0.248,0.238,0.505,0.0954,0.595,140.115,audio_features,06l63fDOp1qRltZbA6r4nP,spotify:track:06l63fDOp1qRltZbA6r4nP,https://api.spotify.com/v1/tracks/06l63fDOp1qRltZbA6r4nP,https://api.spotify.com/v1/audio-analysis/06l63fDOp1qRltZbA6r4nP,139714.0,4.0,Album-Cover-GAN/images/06l63fDOp1qRltZbA6r4nP.jpeg,
0.5,0.68,1.0,-4.641,1.0,0.323,0.00302,0.0,0.427,0.302,74.859,audio_features,5DqzcJHpURu7rq5uUj5ce4,spotify:track:5DqzcJHpURu7rq5uUj5ce4,https://api.spotify.com/v1/tracks/5DqzcJHpURu7rq5uUj5ce4,https://api.spotify.com/v1/audio-analysis/5DqzcJHpURu7rq5uUj5ce4,141074.0,4.0,Album-Cover-GAN/images/5DqzcJHpURu7rq5uUj5ce4.jpeg,
0.536,0.814,1.0,-5.407,1.0,0.306,0.0388,0.0,0.142,0.851,96.7,audio_features,2dSKFFNoNXKo3hPnlwUdPe,spotify:track:2dSKFFNoNXKo3hPnlwUdPe,https://api.spotify.com/v1/tracks/2dSKFFNoNXKo3hPnlwUdPe,https://api.spotify.com/v1/audio-analysis/2dSKFFNoNXKo3hPnlwUdPe,113292.0,4.0,Album-Cover-GAN/images/2dSKFFNoNXKo3hPnlwUdPe.jpeg,
0.819,0.626,10.0,-4.574,0.0,0.202,0.00748,0.101,0.167,0.415,143.01,audio_features,5SWnsxjhdcEDc7LJjq9UHk,spotify:track:5SWnsxjhdcEDc7LJjq9UHk,https://api.spotify.com/v1/tracks/5SWnsxjhdcEDc7LJjq9UHk,https://api.spotify.com/v1/audio-analysis/5SWnsxjhdcEDc7LJjq9UHk,195906.0,4.0,Album-Cover-GAN/images/5SWnsxjhdcEDc7LJjq9UHk.jpeg,
0.597,0.483,0.0,-11.673,0.0,0.632,0.362,0.000138,0.17,0.285,124.452,audio_features,4a14AFVG1iMsLJnT4wj5Up,spotify:track:4a14AFVG1iMsLJnT4wj5Up,https://api.spotify.com/v1/tracks/4a14AFVG1iMsLJnT4wj5Up,https://api.spotify.com/v1/audio-analysis/4a14AFVG1iMsLJnT4wj5Up,154932.0,5.0,Album-Cover-GAN/images/4a14AFVG1iMsLJnT4wj5Up.jpeg,
0.806,0.715,11.0,-5.024,1.0,0.291,0.0305,0.0,0.391,0.319,172.138,audio_features,4E3BSxzGKQrDHBf9QfoewY,spotify:track:4E3BSxzGKQrDHBf9QfoewY,https://api.spotify.com/v1/tracks/4E3BSxzGKQrDHBf9QfoewY,https://api.spotify.com/v1/audio-analysis/4E3BSxzGKQrDHBf9QfoewY,133953.0,4.0,Album-Cover-GAN/images/4E3BSxzGKQrDHBf9QfoewY.jpeg,
0.679,0.742,9.0,-4.859,0.0,0.0681,0.0642,0.0,0.181,0.632,116.998,audio_features,0SJmLC2S4RN2AbYcJWo0oK,spotify:track:0SJmLC2S4RN2AbYcJWo0oK,https://api.spotify.com/v1/tracks/0SJmLC2S4RN2AbYcJWo0oK,https://api.spotify.com/v1/audio-analysis/0SJmLC2S4RN2AbYcJWo0oK,174546.0,4.0,Album-Cover-GAN/images/0SJmLC2S4RN2AbYcJWo0oK.jpeg,
0.482,0.811,6.0,-5.417,0.0,0.0394,0.129,1.07e-06,0.0925,0.0472,190.791,audio_features,4h8t83GOfsslUI7ADtf31j,spotify:track:4h8t83GOfsslUI7ADtf31j,https://api.spotify.com/v1/tracks/4h8t83GOfsslUI7ADtf31j,https://api.spotify.com/v1/audio-analysis/4h8t83GOfsslUI7ADtf31j,247210.0,4.0,Album-Cover-GAN/images/4h8t83GOfsslUI7ADtf31j.jpeg,
0.448,0.606,3.0,-4.565,1.0,0.0609,0.577,0.0,0.217,0.483,121.15,audio_features,1zu2GKHPJIsUu80SUJX4H4,spotify:track:1zu2GKHPJIsUu80SUJX4H4,https://api.spotify.com/v1/tracks/1zu2GKHPJIsUu80SUJX4H4,https://api.spotify.com/v1/audio-analysis/1zu2GKHPJIsUu80SUJX4H4,163613.0,4.0,Album-Cover-GAN/images/1zu2GKHPJIsUu80SUJX4H4.jpeg,
0.79,0.682,7.0,-6.047,0.0,0.0302,0.114,6.6e-06,0.0732,0.559,117.013,audio_features,5CGFCCgW9mOXxWiNNIPBeG,spotify:track:5CGFCCgW9mOXxWiNNIPBeG,https://api.spotify.com/v1/tracks/5CGFCCgW9mOXxWiNNIPBeG,https://api.spotify.com/v1/audio-analysis/5CGFCCgW9mOXxWiNNIPBeG,165925.0,4.0,Album-Cover-GAN/images/5CGFCCgW9mOXxWiNNIPBeG.jpeg,
0.789,0.614,1.0,-6.491,1.0,0.0579,0.00348,0.00152,0.283,0.108,126.035,audio_features,2XMAWynSTIst5KmLSv0Npf,spotify:track:2XMAWynSTIst5KmLSv0Npf,https://api.spotify.com/v1/tracks/2XMAWynSTIst5KmLSv0Npf,https://api.spotify.com/v1/audio-analysis/2XMAWynSTIst5KmLSv0Npf,198898.0,4.0,Album-Cover-GAN/images/2XMAWynSTIst5KmLSv0Npf.jpeg,
0.547,0.684,9.0,-4.88,1.0,0.0303,0.0192,0.0,0.111,0.276,90.034,audio_features,72zjYe2aysOkIR7l6KQIhR,spotify:track:72zjYe2aysOkIR7l6KQIhR,https://api.spotify.com/v1/tracks/72zjYe2aysOkIR7l6KQIhR,https://api.spotify.com/v1/audio-analysis/72zjYe2aysOkIR7l6KQIhR,194227.0,4.0,Album-Cover-GAN/images/72zjYe2aysOkIR7l6KQIhR.jpeg,
0.681,0.933,0.0,-2.855,1.0,0.104,0.0221,0.00504,0.266,0.46,128.036,audio_features,19bua05ITWjFrk9iGxOA7r,spotify:track:19bua05ITWjFrk9iGxOA7r,https://api.spotify.com/v1/tracks/19bua05ITWjFrk9iGxOA7r,https://api.spotify.com/v1/audio-analysis/19bua05ITWjFrk9iGxOA7r,170578.0,4.0,Album-Cover-GAN/images/19bua05ITWjFrk9iGxOA7r.jpeg,
,,,,,,,,,,,,,,,,,,Album-Cover-GAN/images/2HWWNoWEEEECwZhAiLg7ib.jpeg,"{'status': 401, 'message': 'The access token expired'}"
0.872,0.646,5.0,-6.994,1.0,0.0486,0.0889,0.553,0.133,0.346,125.017,audio_features,26WSeuKeWZNwKARvZNIrUc,spotify:track:26WSeuKeWZNwKARvZNIrUc,https://api.spotify.com/v1/tracks/26WSeuKeWZNwKARvZNIrUc,https://api.spotify.com/v1/audio-analysis/26WSeuKeWZNwKARvZNIrUc,220224.0,4.0,Album-Cover-GAN/images/26WSeuKeWZNwKARvZNIrUc.jpeg,
0.672,0.52,8.0,-7.747,1.0,0.0353,0.859,0.0,0.115,0.37,120.001,audio_features,5O2P9iiztwhomNh8xkR9lJ,spotify:track:5O2P9iiztwhomNh8xkR9lJ,https://api.spotify.com/v1/tracks/5O2P9iiztwhomNh8xkR9lJ,https://api.spotify.com/v1/audio-analysis/5O2P9iiztwhomNh8xkR9lJ,226600.0,4.0,Album-Cover-GAN/images/5O2P9iiztwhomNh8xkR9lJ.jpeg,
0.714,0.917,7.0,-6.649,1.0,0.0869,0.0509,0.823,0.0725,0.579,160.057,audio_features,43OMUa5jouGCZEz9k9vooo,spotify:track:43OMUa5jouGCZEz9k9vooo,https://api.spotify.com/v1/tracks/43OMUa5jouGCZEz9k9vooo,https://api.spotify.com/v1/audio-analysis/43OMUa5jouGCZEz9k9vooo,240060.0,4.0,Album-Cover-GAN/images/43OMUa5jouGCZEz9k9vooo.jpeg,
0.444,0.708,4.0,-5.926,0.0,0.126,0.0419,0.0,0.0775,0.26,105.412,audio_features,0mYoKqA23wUUj7BTEgNzjg,spotify:track:0mYoKqA23wUUj7BTEgNzjg,https://api.spotify.com/v1/tracks/0mYoKqA23wUUj7BTEgNzjg,https://api.spotify.com/v1/audio-analysis/0mYoKqA23wUUj7BTEgNzjg,255413.0,5.0,Album-Cover-GAN/images/0mYoKqA23wUUj7BTEgNzjg.jpeg,
0.585,0.195,9.0,-7.754,1.0,0.0661,0.834,0.0,0.191,0.61,147.213,audio_features,53ZLUs4cvMmPvodm3mVTPi,spotify:track:53ZLUs4cvMmPvodm3mVTPi,https://api.spotify.com/v1/tracks/53ZLUs4cvMmPvodm3mVTPi,https://api.spotify.com/v1/audio-analysis/53ZLUs4cvMmPvodm3mVTPi,148724.0,4.0,Album-Cover-GAN/images/53ZLUs4cvMmPvodm3mVTPi.jpeg,
0.524,0.511,9.0,-5.673,1.0,0.0621,0.3,2.6e-05,0.114,0.444,171.648,audio_features,3yaLVo3UBWXEy9FcHl8kOb,spotify:track:3yaLVo3UBWXEy9FcHl8kOb,https://api.spotify.com/v1/tracks/3yaLVo3UBWXEy9FcHl8kOb,https://api.spotify.com/v1/audio-analysis/3yaLVo3UBWXEy9FcHl8kOb,160000.0,4.0,Album-Cover-GAN/images/3yaLVo3UBWXEy9FcHl8kOb.jpeg,
0.783,0.504,5.0,-5.349,0.0,0.124,0.202,0.0,0.854,0.334,126.009,audio_features,2JIY6nN5kkkfNz0TckPqYu,spotify:track:2JIY6nN5kkkfNz0TckPqYu,https://api.spotify.com/v1/tracks/2JIY6nN5kkkfNz0TckPqYu,https://api.spotify.com/v1/audio-analysis/2JIY6nN5kkkfNz0TckPqYu,242150.0,4.0,Album-Cover-GAN/images/2JIY6nN5kkkfNz0TckPqYu.jpeg,
0.529,0.602,7.0,-4.629,1.0,0.0458,0.299,0.0,0.0716,0.756,157.643,audio_features,0IKeDy5bT9G0bA7ZixRT4A,spotify:track:0IKeDy5bT9G0bA7ZixRT4A,https://api.spotify.com/v1/tracks/0IKeDy5bT9G0bA7ZixRT4A,https://api.spotify.com/v1/audio-analysis/0IKeDy5bT9G0bA7ZixRT4A,271862.0,4.0,Album-Cover-GAN/images/0IKeDy5bT9G0bA7ZixRT4A.jpeg,
0.577,0.749,5.0,-7.215,0.0,0.0279,0.599,0.0115,0.183,0.255,130.97,audio_features,0BCPKOYdS2jbQ8iyB56Zns,spotify:track:0BCPKOYdS2jbQ8iyB56Zns,https://api.spotify.com/v1/tracks/0BCPKOYdS2jbQ8iyB56Zns,https://api.spotify.com/v1/audio-analysis/0BCPKOYdS2jbQ8iyB56Zns,307880.0,4.0,Album-Cover-GAN/images/0BCPKOYdS2jbQ8iyB56Zns.jpeg,
0.469,0.639,10.0,-5.381,0.0,0.32,0.564,0.0,0.11,0.534,172.37,audio_features,1iyvRYYAeuJhrsxTsQW9fh,spotify:track:1iyvRYYAeuJhrsxTsQW9fh,https://api.spotify.com/v1/tracks/1iyvRYYAeuJhrsxTsQW9fh,https://api.spotify.com/v1/audio-analysis/1iyvRYYAeuJhrsxTsQW9fh,240000.0,3.0,Album-Cover-GAN/images/1iyvRYYAeuJhrsxTsQW9fh.jpeg,
0.673,0.666,10.0,-5.47,1.0,0.0616,0.0248,0.0,0.253,0.613,153.977,audio_features,0nh9KP6DfRC2SrgZfBykkY,spotify:track:0nh9KP6DfRC2SrgZfBykkY,https://api.spotify.com/v1/tracks/0nh9KP6DfRC2SrgZfBykkY,https://api.spotify.com/v1/audio-analysis/0nh9KP6DfRC2SrgZfBykkY,171214.0,4.0,Album-Cover-GAN/images/0nh9KP6DfRC2SrgZfBykkY.jpeg,
0.7,0.657,9.0,-7.121,0.0,0.0603,0.0816,3.63e-06,0.115,0.479,91.554,audio_features,3vv2KJC3vaWPXXF5Ba7biE,spotify:track:3vv2KJC3vaWPXXF5Ba7biE,https://api.spotify.com/v1/tracks/3vv2KJC3vaWPXXF5Ba7biE,https://api.spotify.com/v1/audio-analysis/3vv2KJC3vaWPXXF5Ba7biE,209682.0,4.0,Album-Cover-GAN/images/3vv2KJC3vaWPXXF5Ba7biE.jpeg,
0.779,0.684,8.0,-4.963,1.0,0.108,0.181,0.0,0.0691,0.526,124.034,audio_features,5ht9obvnnWeW4eoRtPAoQD,spotify:track:5ht9obvnnWeW4eoRtPAoQD,https://api.spotify.com/v1/tracks/5ht9obvnnWeW4eoRtPAoQD,https://api.spotify.com/v1/audio-analysis/5ht9obvnnWeW4eoRtPAoQD,174240.0,4.0,Album-Cover-GAN/images/5ht9obvnnWeW4eoRtPAoQD.jpeg,
0.585,0.478,5.0,-10.644,0.0,0.325,0.0172,0.00741,0.0973,0.247,178.986,audio_features,68KMtOaV3uxUc639uTCoSw,spotify:track:68KMtOaV3uxUc639uTCoSw,https://api.spotify.com/v1/tracks/68KMtOaV3uxUc639uTCoSw,https://api.spotify.com/v1/audio-analysis/68KMtOaV3uxUc639uTCoSw,132737.0,3.0,Album-Cover-GAN/images/68KMtOaV3uxUc639uTCoSw.jpeg,
0.796,0.761,0.0,-6.299,1.0,0.0554,0.0213,0.000194,0.124,0.447,115.016,audio_features,2N5cFPLy0TIasTWkfT1hri,spotify:track:2N5cFPLy0TIasTWkfT1hri,https://api.spotify.com/v1/tracks/2N5cFPLy0TIasTWkfT1hri,https://api.spotify.com/v1/audio-analysis/2N5cFPLy0TIasTWkfT1hri,183652.0,4.0,Album-Cover-GAN/images/2N5cFPLy0TIasTWkfT1hri.jpeg,
0.935,0.447,9.0,-6.815,1.0,0.16,0.087,0.0,0.13,0.437,99.98,audio_features,38gSLIGyzkLKykkG4S72v5,spotify:track:38gSLIGyzkLKykkG4S72v5,https://api.spotify.com/v1/tracks/38gSLIGyzkLKykkG4S72v5,https://api.spotify.com/v1/audio-analysis/38gSLIGyzkLKykkG4S72v5,152427.0,4.0,Album-Cover-GAN/images/38gSLIGyzkLKykkG4S72v5.jpeg,
0.354,0.931,10.0,0.706,1.0,0.0769,0.0586,0.0,0.298,0.564,77.135,audio_features,0oigSejhoNen2EdNAIFcm5,spotify:track:0oigSejhoNen2EdNAIFcm5,https://api.spotify.com/v1/tracks/0oigSejhoNen2EdNAIFcm5,https://api.spotify.com/v1/audio-analysis/0oigSejhoNen2EdNAIFcm5,187944.0,4.0,Album-Cover-GAN/images/0oigSejhoNen2EdNAIFcm5.jpeg,
0.912,0.655,8.0,-6.029,0.0,0.162,0.315,3.39e-05,0.0894,0.793,91.942,audio_features,0W6I02J9xcqK8MtSeosEXb,spotify:track:0W6I02J9xcqK8MtSeosEXb,https://api.spotify.com/v1/tracks/0W6I02J9xcqK8MtSeosEXb,https://api.spotify.com/v1/audio-analysis/0W6I02J9xcqK8MtSeosEXb,138293.0,4.0,Album-Cover-GAN/images/0W6I02J9xcqK8MtSeosEXb.jpeg,
0.739,0.682,9.0,-5.121,0.0,0.0972,0.417,3.95e-05,0.105,0.476,94.048,audio_features,5S8i9p2xS8M8pFqfZMbMzI,spotify:track:5S8i9p2xS8M8pFqfZMbMzI,https://api.spotify.com/v1/tracks/5S8i9p2xS8M8pFqfZMbMzI,https://api.spotify.com/v1/audio-analysis/5S8i9p2xS8M8pFqfZMbMzI,186723.0,4.0,Album-Cover-GAN/images/5S8i9p2xS8M8pFqfZMbMzI.jpeg,
0.887,0.767,9.0,-4.311,1.0,0.295,0.38,0.0,0.0527,0.607,97.437,audio_features,2AP7m2dBb8ULTx4Gc1rdMc,spotify:track:2AP7m2dBb8ULTx4Gc1rdMc,https://api.spotify.com/v1/tracks/2AP7m2dBb8ULTx4Gc1rdMc,https://api.spotify.com/v1/audio-analysis/2AP7m2dBb8ULTx4Gc1rdMc,285760.0,4.0,Album-Cover-GAN/images/2AP7m2dBb8ULTx4Gc1rdMc.jpeg,
0.659,0.625,4.0,-2.253,1.0,0.045,0.0644,0.0,0.582,0.442,88.042,audio_features,4hPpVbbakQNv8YTHYaOJP4,spotify:track:4hPpVbbakQNv8YTHYaOJP4,https://api.spotify.com/v1/tracks/4hPpVbbakQNv8YTHYaOJP4,https://api.spotify.com/v1/audio-analysis/4hPpVbbakQNv8YTHYaOJP4,181824.0,4.0,Album-Cover-GAN/images/4hPpVbbakQNv8YTHYaOJP4.jpeg,
0.464,0.417,0.0,-9.345,0.0,0.0256,0.136,0.022,0.0974,0.479,67.528,audio_features,5XeFesFbtLpXzIVDNQP22n,spotify:track:5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/tracks/5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/audio-analysis/5XeFesFbtLpXzIVDNQP22n,183956.0,4.0,Album-Cover-GAN/images/5XeFesFbtLpXzIVDNQP22n.jpeg,
0.633,0.565,11.0,-6.531,1.0,0.269,0.593,0.0,0.126,0.336,104.933,audio_features,3fWchdm3NfLb4licNeIhV7,spotify:track:3fWchdm3NfLb4licNeIhV7,https://api.spotify.com/v1/tracks/3fWchdm3NfLb4licNeIhV7,https://api.spotify.com/v1/audio-analysis/3fWchdm3NfLb4licNeIhV7,223824.0,4.0,Album-Cover-GAN/images/3fWchdm3NfLb4licNeIhV7.jpeg,
0.689,0.569,8.0,-6.619,0.0,0.205,0.0409,1.94e-06,0.112,0.191,95.066,audio_features,1Jm9YFU7BLkDR2dSOb8ebB,spotify:track:1Jm9YFU7BLkDR2dSOb8ebB,https://api.spotify.com/v1/tracks/1Jm9YFU7BLkDR2dSOb8ebB,https://api.spotify.com/v1/audio-analysis/1Jm9YFU7BLkDR2dSOb8ebB,185201.0,4.0,Album-Cover-GAN/images/1Jm9YFU7BLkDR2dSOb8ebB.jpeg,
0.645,0.465,10.0,-8.422,1.0,0.0339,0.115,1.18e-06,0.213,0.301,131.916,audio_features,08uYRkYyBrEBAolgY5irVW,spotify:track:08uYRkYyBrEBAolgY5irVW,https://api.spotify.com/v1/tracks/08uYRkYyBrEBAolgY5irVW,https://api.spotify.com/v1/audio-analysis/08uYRkYyBrEBAolgY5irVW,173955.0,4.0,Album-Cover-GAN/images/08uYRkYyBrEBAolgY5irVW.jpeg,
0.742,0.496,10.0,-9.138,1.0,0.171,0.00684,0.0,0.127,0.173,77.435,audio_features,3yIGvi7hOzo3oAQpw609Ks,spotify:track:3yIGvi7hOzo3oAQpw609Ks,https://api.spotify.com/v1/tracks/3yIGvi7hOzo3oAQpw609Ks,https://api.spotify.com/v1/audio-analysis/3yIGvi7hOzo3oAQpw609Ks,124680.0,4.0,Album-Cover-GAN/images/3yIGvi7hOzo3oAQpw609Ks.jpeg,
0.553,0.859,11.0,-4.716,1.0,0.163,0.0281,0.0,0.363,0.421,172.059,audio_features,06rpsdoGOnLqqrkqorpuLc,spotify:track:06rpsdoGOnLqqrkqorpuLc,https://api.spotify.com/v1/tracks/06rpsdoGOnLqqrkqorpuLc,https://api.spotify.com/v1/audio-analysis/06rpsdoGOnLqqrkqorpuLc,215760.0,4.0,Album-Cover-GAN/images/06rpsdoGOnLqqrkqorpuLc.jpeg,
0.708,0.864,1.0,-5.997,1.0,0.461,0.075,0.0,0.537,0.961,197.843,audio_features,5WWMIzuU1YQ5F8DVF9sogd,spotify:track:5WWMIzuU1YQ5F8DVF9sogd,https://api.spotify.com/v1/tracks/5WWMIzuU1YQ5F8DVF9sogd,https://api.spotify.com/v1/audio-analysis/5WWMIzuU1YQ5F8DVF9sogd,58902.0,4.0,Album-Cover-GAN/images/5WWMIzuU1YQ5F8DVF9sogd.jpeg,
0.726,0.662,2.0,-2.888,1.0,0.429,0.0578,0.0,0.113,0.282,76.633,audio_features,6YiDVrYuJk33GKKzsVUhRE,spotify:track:6YiDVrYuJk33GKKzsVUhRE,https://api.spotify.com/v1/tracks/6YiDVrYuJk33GKKzsVUhRE,https://api.spotify.com/v1/audio-analysis/6YiDVrYuJk33GKKzsVUhRE,188158.0,4.0,Album-Cover-GAN/images/6YiDVrYuJk33GKKzsVUhRE.jpeg,
0.792,0.812,7.0,-5.057,1.0,0.241,0.407,0.0,0.335,0.673,150.015,audio_features,14feWRgz9wh0Z1OIFXcJGh,spotify:track:14feWRgz9wh0Z1OIFXcJGh,https://api.spotify.com/v1/tracks/14feWRgz9wh0Z1OIFXcJGh,https://api.spotify.com/v1/audio-analysis/14feWRgz9wh0Z1OIFXcJGh,142408.0,4.0,Album-Cover-GAN/images/14feWRgz9wh0Z1OIFXcJGh.jpeg,
0.843,0.806,4.0,-5.946,0.0,0.269,0.143,0.0,0.0771,0.613,94.948,audio_features,0I3q5fE6wg7LIfHGngUTnV,spotify:track:0I3q5fE6wg7LIfHGngUTnV,https://api.spotify.com/v1/tracks/0I3q5fE6wg7LIfHGngUTnV,https://api.spotify.com/v1/audio-analysis/0I3q5fE6wg7LIfHGngUTnV,270507.0,4.0,Album-Cover-GAN/images/0I3q5fE6wg7LIfHGngUTnV.jpeg,
0.442,0.538,4.0,-8.55,0.0,0.0451,0.717,2.95e-05,0.09,0.139,122.758,audio_features,7jtQIBanIiJOMS6RyCx6jZ,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,https://api.spotify.com/v1/tracks/7jtQIBanIiJOMS6RyCx6jZ,https://api.spotify.com/v1/audio-analysis/7jtQIBanIiJOMS6RyCx6jZ,244360.0,4.0,Album-Cover-GAN/images/7jtQIBanIiJOMS6RyCx6jZ.jpeg,
0.584,0.54,1.0,-7.786,0.0,0.0576,0.0895,0.0,0.261,0.195,137.972,audio_features,3ebXMykcMXOcLeJ9xZ17XH,spotify:track:3ebXMykcMXOcLeJ9xZ17XH,https://api.spotify.com/v1/tracks/3ebXMykcMXOcLeJ9xZ17XH,https://api.spotify.com/v1/audio-analysis/3ebXMykcMXOcLeJ9xZ17XH,220883.0,4.0,Album-Cover-GAN/images/3ebXMykcMXOcLeJ9xZ17XH.jpeg,
0.429,0.4,5.0,-11.679,0.0,0.0882,0.629,3.25e-05,0.087,0.357,72.487,audio_features,3f3cliOygeuUpGRwdohy12,spotify:track:3f3cliOygeuUpGRwdohy12,https://api.spotify.com/v1/tracks/3f3cliOygeuUpGRwdohy12,https://api.spotify.com/v1/audio-analysis/3f3cliOygeuUpGRwdohy12,255066.0,4.0,Album-Cover-GAN/images/3f3cliOygeuUpGRwdohy12.jpeg,
0.758,0.813,5.0,-4.144,0.0,0.0427,0.296,0.0305,0.102,0.516,124.984,audio_features,75DRmgr7StSIMJqIDN2jHH,spotify:track:75DRmgr7StSIMJqIDN2jHH,https://api.spotify.com/v1/tracks/75DRmgr7StSIMJqIDN2jHH,https://api.spotify.com/v1/audio-analysis/75DRmgr7StSIMJqIDN2jHH,172800.0,4.0,Album-Cover-GAN/images/75DRmgr7StSIMJqIDN2jHH.jpeg,
0.612,0.66,1.0,-5.778,1.0,0.0934,0.209,0.0,0.724,0.721,121.09,audio_features,0yMAkO3xc2KwtVcFYQITcy,spotify:track:0yMAkO3xc2KwtVcFYQITcy,https://api.spotify.com/v1/tracks/0yMAkO3xc2KwtVcFYQITcy,https://api.spotify.com/v1/audio-analysis/0yMAkO3xc2KwtVcFYQITcy,204833.0,4.0,Album-Cover-GAN/images/0yMAkO3xc2KwtVcFYQITcy.jpeg,
