danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,image_path,error
0.444,0.669,8.0,-6.727,0.0,0.125,0.0669,0.0,0.124,0.44,183.441,audio_features,21szgNA72iLwvBxHQLgwBh,spotify:track:21szgNA72iLwvBxHQLgwBh,https://api.spotify.com/v1/tracks/21szgNA72iLwvBxHQLgwBh,https://api.spotify.com/v1/audio-analysis/21szgNA72iLwvBxHQLgwBh,177109.0,4.0,Album-Cover-GAN/images/21szgNA72iLwvBxHQLgwBh.jpeg,
0.912,0.601,6.0,-6.457,1.0,0.0668,0.265,0.00292,0.0994,0.347,121.999,audio_features,0tfdhbTzWw4S7MMG3Euw50,spotify:track:0tfdhbTzWw4S7MMG3Euw50,https://api.spotify.com/v1/tracks/0tfdhbTzWw4S7MMG3Euw50,https://api.spotify.com/v1/audio-analysis/0tfdhbTzWw4S7MMG3Euw50,168434.0,4.0,Album-Cover-GAN/images/0tfdhbTzWw4S7MMG3Euw50.jpeg,
0.628,0.517,10.0,-7.031,1.0,0.0596,0.45,1.27e-06,0.104,0.295,79.029,audio_features,5HVc3YeNKDFomPhXBKE90U,spotify:track:5HVc3YeNKDFomPhXBKE90U,https://api.spotify.com/v1/tracks/5HVc3YeNKDFomPhXBKE90U,https://api.spotify.com/v1/audio-analysis/5HVc3YeNKDFomPhXBKE90U,208067.0,4.0,Album-Cover-GAN/images/5HVc3YeNKDFomPhXBKE90U.jpeg,
0.753,0.84,1.0,-4.449,1.0,0.107,0.107,4.99e-05,0.234,0.467,97.023,audio_features,0amKnLMjFYK1cbsOLfUsQS,spotify:track:0amKnLMjFYK1cbsOLfUsQS,https://api.spotify.com/v1/tracks/0amKnLMjFYK1cbsOLfUsQS,https://api.spotify.com/v1/audio-analysis/0amKnLMjFYK1cbsOLfUsQS,163299.0,4.0,Album-Cover-GAN/images/0amKnLMjFYK1cbsOLfUsQS.jpeg,
0.943,0.478,2.0,-9.817,1.0,0.444,0.0925,0.0,0.443,0.562,104.11,audio_features,61CNosIjvr8t5mR8O7azpf,spotify:track:61CNosIjvr8t5mR8O7azpf,https://api.spotify.com/v1/tracks/61CNosIjvr8t5mR8O7azpf,https://api.spotify.com/v1/audio-analysis/61CNosIjvr8t5mR8O7azpf,96984.0,4.0,Album-Cover-GAN/images/61CNosIjvr8t5mR8O7azpf.jpeg,
0.663,0.749,7.0,-6.484,0.0,0.182,0.328,2.85e-06,0.149,0.343,159.913,audio_features,3RNDBiWPixoFZ5K4NwSzQD,spotify:track:3RNDBiWPixoFZ5K4NwSzQD,https://api.spotify.com/v1/tracks/3RNDBiWPixoFZ5K4NwSzQD,https://api.spotify.com/v1/audio-analysis/3RNDBiWPixoFZ5K4NwSzQD,160594.0,4.0,Album-Cover-GAN/images/3RNDBiWPixoFZ5K4NwSzQD.jpeg,
0.681,0.821,11.0,-5.12,0.0,0.131,0.532,0.00111,0.0921,0.813,94.074,audio_features,5wxYxygyHpbgv0EXZuqb9V,spotify:track:5wxYxygyHpbgv0EXZuqb9V,https://api.spotify.com/v1/tracks/5wxYxygyHpbgv0EXZuqb9V,https://api.spotify.com/v1/audio-analysis/5wxYxygyHpbgv0EXZuqb9V,214701.0,4.0,Album-Cover-GAN/images/5wxYxygyHpbgv0EXZuqb9V.jpeg,
0.889,0.6,9.0,-10.603,1.0,0.144,0.0145,0.0,0.08,0.501,123.978,audio_features,4wteGC0HtLeZWjDcczc4Pw,spotify:track:4wteGC0HtLeZWjDcczc4Pw,https://api.spotify.com/v1/tracks/4wteGC0HtLeZWjDcczc4Pw,https://api.spotify.com/v1/audio-analysis/4wteGC0HtLeZWjDcczc4Pw,126774.0,4.0,Album-Cover-GAN/images/4wteGC0HtLeZWjDcczc4Pw.jpeg,
0.727,0.656,2.0,-6.31,1.0,0.0702,0.0123,9.22e-06,0.536,0.286,126.028,audio_features,3uvA7vzmyuO8tSpERJNWxN,spotify:track:3uvA7vzmyuO8tSpERJNWxN,https://api.spotify.com/v1/tracks/3uvA7vzmyuO8tSpERJNWxN,https://api.spotify.com/v1/audio-analysis/3uvA7vzmyuO8tSpERJNWxN,180000.0,4.0,Album-Cover-GAN/images/3uvA7vzmyuO8tSpERJNWxN.jpeg,
0.602,0.463,2.0,-10.705,1.0,0.112,0.175,0.0,0.115,0.513,94.973,audio_features,4HUB7WTDfpvfMhK6wI79LK,spotify:track:4HUB7WTDfpvfMhK6wI79LK,https://api.spotify.com/v1/tracks/4HUB7WTDfpvfMhK6wI79LK,https://api.spotify.com/v1/audio-analysis/4HUB7WTDfpvfMhK6wI79LK,232809.0,4.0,Album-Cover-GAN/images/4HUB7WTDfpvfMhK6wI79LK.jpeg,
0.586,0.816,7.0,-6.331,1.0,0.283,0.0911,2.81e-06,0.235,0.265,119.8,audio_features,1o844wI52S3TjXGBwvGcc7,spotify:track:1o844wI52S3TjXGBwvGcc7,https://api.spotify.com/v1/tracks/1o844wI52S3TjXGBwvGcc7,https://api.spotify.com/v1/audio-analysis/1o844wI52S3TjXGBwvGcc7,149719.0,4.0,Album-Cover-GAN/images/1o844wI52S3TjXGBwvGcc7.jpeg,
0.629,0.917,6.0,-2.095,0.0,0.0964,0.0273,0.0,0.521,0.627,124.024,audio_features,1TytykMo9zFzNdRbqTxfep,spotify:track:1TytykMo9zFzNdRbqTxfep,https://api.spotify.com/v1/tracks/1TytykMo9zFzNdRbqTxfep,https://api.spotify.com/v1/audio-analysis/1TytykMo9zFzNdRbqTxfep,190609.0,4.0,Album-Cover-GAN/images/1TytykMo9zFzNdRbqTxfep.jpeg,
0.703,0.861,1.0,-3.187,0.0,0.0756,0.119,0.0,0.338,0.682,93.029,audio_features,5rt1XJbhuC5NRqmdKMDscI,spotify:track:5rt1XJbhuC5NRqmdKMDscI,https://api.spotify.com/v1/tracks/5rt1XJbhuC5NRqmdKMDscI,https://api.spotify.com/v1/audio-analysis/5rt1XJbhuC5NRqmdKMDscI,164626.0,4.0,Album-Cover-GAN/images/5rt1XJbhuC5NRqmdKMDscI.jpeg,
0.775,0.613,3.0,-4.586,0.0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,audio_features,5cF0dROlMOK5uNZtivgu50,spotify:track:5cF0dROlMOK5uNZtivgu50,https://api.spotify.com/v1/tracks/5cF0dROlMOK5uNZtivgu50,https://api.spotify.com/v1/audio-analysis/5cF0dROlMOK5uNZtivgu50,208787.0,4.0,Album-Cover-GAN/images/5cF0dROlMOK5uNZtivgu50.jpeg,
0.496,0.593,4.0,-5.154,1.0,0.0285,0.0476,0.0,0.0909,0.177,91.038,audio_features,3AAY8YicetRPlDAkibHLiS,spotify:track:3AAY8YicetRPlDAkibHLiS,https://api.spotify.com/v1/tracks/3AAY8YicetRPlDAkibHLiS,https://api.spotify.com/v1/audio-analysis/3AAY8YicetRPlDAkibHLiS,185933.0,4.0,Album-Cover-GAN/images/3AAY8YicetRPlDAkibHLiS.jpeg,
0.652,0.419,3.0,-9.843,1.0,0.093,0.418,0.0,0.252,0.496,124.187,audio_features,0y2O8TW10Pj3fel0Upqa54,spotify:track:0y2O8TW10Pj3fel0Upqa54,https://api.spotify.com/v1/tracks/0y2O8TW10Pj3fel0Upqa54,https://api.spotify.com/v1/audio-analysis/0y2O8TW10Pj3fel0Upqa54,317747.0,4.0,Album-Cover-GAN/images/0y2O8TW10Pj3fel0Upqa54.jpeg,
0.686,0.494,1.0,-7.093,1.0,0.0355,0.613,5.8e-05,0.402,0.7,168.946,audio_features,4k6Uh1HXdhtusDW5y8Gbvy,spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,https://api.spotify.com/v1/tracks/4k6Uh1HXdhtusDW5y8Gbvy,https://api.spotify.com/v1/audio-analysis/4k6Uh1HXdhtusDW5y8Gbvy,232067.0,4.0,Album-Cover-GAN/images/4k6Uh1HXdhtusDW5y8Gbvy.jpeg,
0.559,0.532,7.0,-6.698,1.0,0.0264,0.192,0.00946,0.263,0.113,99.935,audio_features,5VGDusp81Ed3T9xACRw5Os,spotify:track:5VGDusp81Ed3T9xACRw5Os,https://api.spotify.com/v1/tracks/5VGDusp81Ed3T9xACRw5Os,https://api.spotify.com/v1/audio-analysis/5VGDusp81Ed3T9xACRw5Os,151631.0,3.0,Album-Cover-GAN/images/5VGDusp81Ed3T9xACRw5Os.jpeg,
0.676,0.848,8.0,-5.642,0.0,0.0446,0.00104,0.00414,0.0748,0.635,126.027,audio_features,224OSwGKSUAKEH730rmLg2,spotify:track:224OSwGKSUAKEH730rmLg2,https://api.spotify.com/v1/tracks/224OSwGKSUAKEH730rmLg2,https://api.spotify.com/v1/audio-analysis/224OSwGKSUAKEH730rmLg2,205613.0,4.0,Album-Cover-GAN/images/224OSwGKSUAKEH730rmLg2.jpeg,
0.791,0.613,6.0,-6.21,1.0,0.0726,0.271,0.0,0.058,0.793,96.03,audio_features,75WmM3HevQDrn2djQc5GzE,spotify:track:75WmM3HevQDrn2djQc5GzE,https://api.spotify.com/v1/tracks/75WmM3HevQDrn2djQc5GzE,https://api.spotify.com/v1/audio-analysis/75WmM3HevQDrn2djQc5GzE,166384.0,4.0,Album-Cover-GAN/images/75WmM3HevQDrn2djQc5GzE.jpeg,
0.976,0.682,9.0,-7.3,0.0,0.0655,0.0754,0.0,0.0769,0.79,114.026,audio_features,06eobTXs90ICbtbxhmgviZ,spotify:track:06eobTXs90ICbtbxhmgviZ,https://api.spotify.com/v1/tracks/06eobTXs90ICbtbxhmgviZ,https://api.spotify.com/v1/audio-analysis/06eobTXs90ICbtbxhmgviZ,138946.0,4.0,Album-Cover-GAN/images/06eobTXs90ICbtbxhmgviZ.jpeg,
0.695,0.686,1.0,-5.76,1.0,0.191,0.166,0.0,0.247,0.574,86.033,audio_features,60521PjAnsrU4eC0BX46WB,spotify:track:60521PjAnsrU4eC0BX46WB,https://api.spotify.com/v1/tracks/60521PjAnsrU4eC0BX46WB,https://api.spotify.com/v1/audio-analysis/60521PjAnsrU4eC0BX46WB,154814.0,4.0,Album-Cover-GAN/images/60521PjAnsrU4eC0BX46WB.jpeg,
0.652,0.679,11.0,-7.235,1.0,0.106,0.203,0.0,0.553,0.866,97.101,audio_features,2WSORfJyTbgy90ZtJYcOZX,spotify:track:2WSORfJyTbgy90ZtJYcOZX,https://api.spotify.com/v1/tracks/2WSORfJyTbgy90ZtJYcOZX,https://api.spotify.com/v1/audio-analysis/2WSORfJyTbgy90ZtJYcOZX,119774.0,4.0,Album-Cover-GAN/images/2WSORfJyTbgy90ZtJYcOZX.jpeg,
0.911,0.536,4.0,-7.884,0.0,0.282,0.00897,3.73e-06,0.111,0.584,146.014,audio_features,1KUZ33cOqk3X4Ezk0aZnVp,spotify:track:1KUZ33cOqk3X4Ezk0aZnVp,https://api.spotify.com/v1/tracks/1KUZ33cOqk3X4Ezk0aZnVp,https://api.spotify.com/v1/audio-analysis/1KUZ33cOqk3X4Ezk0aZnVp,203813.0,4.0,Album-Cover-GAN/images/1KUZ33cOqk3X4Ezk0aZnVp.jpeg,
0.534,0.87,11.0,-3.078,0.0,0.0425,0.000334,0.0,0.241,0.462,126.019,audio_features,0JiY190vktuhSGN6aqJdrt,spotify:track:0JiY190vktuhSGN6aqJdrt,https://api.spotify.com/v1/tracks/0JiY190vktuhSGN6aqJdrt,https://api.spotify.com/v1/audio-analysis/0JiY190vktuhSGN6aqJdrt,215160.0,4.0,Album-Cover-GAN/images/0JiY190vktuhSGN6aqJdrt.jpeg,
0.651,0.451,7.0,-8.081,1.0,0.0307,0.0135,0.0099,0.0917,0.599,116.005,audio_features,5MM3IVs8N9edrTOTs7Ug60,spotify:track:5MM3IVs8N9edrTOTs7Ug60,https://api.spotify.com/v1/tracks/5MM3IVs8N9edrTOTs7Ug60,https://api.spotify.com/v1/audio-analysis/5MM3IVs8N9edrTOTs7Ug60,183800.0,4.0,Album-Cover-GAN/images/5MM3IVs8N9edrTOTs7Ug60.jpeg,
0.671,0.651,6.0,-5.818,1.0,0.0542,0.45,0.0,0.123,0.706,154.105,audio_features,0ArW1iNq8D7qfL8acsL1Cs,spotify:track:0ArW1iNq8D7qfL8acsL1Cs,https://api.spotify.com/v1/tracks/0ArW1iNq8D7qfL8acsL1Cs,https://api.spotify.com/v1/audio-analysis/0ArW1iNq8D7qfL8acsL1Cs,152225.0,4.0,Album-Cover-GAN/images/0ArW1iNq8D7qfL8acsL1Cs.jpeg,
0.483,0.326,6.0,-12.145,0.0,0.102,0.94,4.95e-06,0.103,0.562,93.969,audio_features,5HKjmf29Oym6yAUASbKtOs,spotify:track:5HKjmf29Oym6yAUASbKtOs,https://api.spotify.com/v1/tracks/5HKjmf29Oym6yAUASbKtOs,https://api.spotify.com/v1/audio-analysis/5HKjmf29Oym6yAUASbKtOs,354133.0,4.0,Album-Cover-GAN/images/5HKjmf29Oym6yAUASbKtOs.jpeg,
0.297,0.495,4.0,-7.028,1.0,0.043,0.315,0.0,0.147,0.0957,79.939,audio_features,1nWcPZzVOoHwlJ1osdLbDe,spotify:track:1nWcPZzVOoHwlJ1osdLbDe,https://api.spotify.com/v1/tracks/1nWcPZzVOoHwlJ1osdLbDe,https://api.spotify.com/v1/audio-analysis/1nWcPZzVOoHwlJ1osdLbDe,184214.0,4.0,Album-Cover-GAN/images/1nWcPZzVOoHwlJ1osdLbDe.jpeg,
0.588,0.67,0.0,-6.439,1.0,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,audio_features,5N4erncE7kuUccm7zEmwzk,spotify:track:5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/tracks/5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/audio-analysis/5N4erncE7kuUccm7zEmwzk,238173.0,4.0,Album-Cover-GAN/images/5N4erncE7kuUccm7zEmwzk.jpeg,
0.777,0.526,2.0,-6.221,1.0,0.0645,0.302,0.0,0.105,0.389,107.071,audio_features,07bsRv0pcpbG4zJeLsUs1p,spotify:track:07bsRv0pcpbG4zJeLsUs1p,https://api.spotify.com/v1/tracks/07bsRv0pcpbG4zJeLsUs1p,https://api.spotify.com/v1/audio-analysis/07bsRv0pcpbG4zJeLsUs1p,194849.0,4.0,Album-Cover-GAN/images/07bsRv0pcpbG4zJeLsUs1p.jpeg,
0.776,0.688,1.0,-5.75,1.0,0.127,0.00645,0.0,0.0757,0.43,99.122,audio_features,7rl489EKnUgITmkBd6P9zi,spotify:track:7rl489EKnUgITmkBd6P9zi,https://api.spotify.com/v1/tracks/7rl489EKnUgITmkBd6P9zi,https://api.spotify.com/v1/audio-analysis/7rl489EKnUgITmkBd6P9zi,179533.0,4.0,Album-Cover-GAN/images/7rl489EKnUgITmkBd6P9zi.jpeg,
0.675,0.87,6.0,-2.878,0.0,0.0965,0.00281,1.65e-05,0.171,0.785,120.024,audio_features,0PAPiFLJYjt55g8rO1uG9B,spotify:track:0PAPiFLJYjt55g8rO1uG9B,https://api.spotify.com/v1/tracks/0PAPiFLJYjt55g8rO1uG9B,https://api.spotify.com/v1/audio-analysis/0PAPiFLJYjt55g8rO1uG9B,171188.0,4.0,Album-Cover-GAN/images/0PAPiFLJYjt55g8rO1uG9B.jpeg,
0.536,0.605,7.0,-5.292,1.0,0.0338,0.141,0.0,0.0614,0.341,130.053,audio_features,4QWXSTeUHFzU0INh7SNqSU,spotify:track:4QWXSTeUHFzU0INh7SNqSU,https://api.spotify.com/v1/tracks/4QWXSTeUHFzU0INh7SNqSU,https://api.spotify.com/v1/audio-analysis/4QWXSTeUHFzU0INh7SNqSU,196163.0,4.0,Album-Cover-GAN/images/4QWXSTeUHFzU0INh7SNqSU.jpeg,
0.435,0.429,2.0,-10.222,1.0,0.0433,0.779,5.62e-05,0.116,0.272,77.079,audio_features,0aOGL2BD4pMXUYw7BAsa7j,spotify:track:0aOGL2BD4pMXUYw7BAsa7j,https://api.spotify.com/v1/tracks/0aOGL2BD4pMXUYw7BAsa7j,https://api.spotify.com/v1/audio-analysis/0aOGL2BD4pMXUYw7BAsa7j,181169.0,4.0,Album-Cover-GAN/images/0aOGL2BD4pMXUYw7BAsa7j.jpeg,
0.863,0.62,7.0,-7.167,1.0,0.135,0.0508,0.00324,0.129,0.432,103.971,audio_features,296nXCOv97WJNRWzIBQnoj,spotify:track:296nXCOv97WJNRWzIBQnoj,https://api.spotify.com/v1/tracks/296nXCOv97WJNRWzIBQnoj,https://api.spotify.com/v1/audio-analysis/296nXCOv97WJNRWzIBQnoj,168437.0,4.0,Album-Cover-GAN/images/296nXCOv97WJNRWzIBQnoj.jpeg,
0.428,0.905,1.0,-4.384,1.0,0.0512,0.000193,6.29e-06,0.33,0.782,99.286,audio_features,0e6cllU5p2HDCFm2cyKSai,spotify:track:0e6cllU5p2HDCFm2cyKSai,https://api.spotify.com/v1/tracks/0e6cllU5p2HDCFm2cyKSai,https://api.spotify.com/v1/audio-analysis/0e6cllU5p2HDCFm2cyKSai,149548.0,4.0,Album-Cover-GAN/images/0e6cllU5p2HDCFm2cyKSai.jpeg,
0.706,0.8,5.0,-6.333,1.0,0.0399,0.00584,0.0,0.0822,0.629,100.011,audio_features,3U5JVgI2x4rDyHGObzJfNf,spotify:track:3U5JVgI2x4rDyHGObzJfNf,https://api.spotify.com/v1/tracks/3U5JVgI2x4rDyHGObzJfNf,https://api.spotify.com/v1/audio-analysis/3U5JVgI2x4rDyHGObzJfNf,259333.0,4.0,Album-Cover-GAN/images/3U5JVgI2x4rDyHGObzJfNf.jpeg,
0.743,0.911,7.0,-5.596,1.0,0.147,0.0031,1.2e-05,0.0878,0.891,154.933,audio_features,6G4ICKUrsPb117ULGyrQ5N,spotify:track:6G4ICKUrsPb117ULGyrQ5N,https://api.spotify.com/v1/tracks/6G4ICKUrsPb117ULGyrQ5N,https://api.spotify.com/v1/audio-analysis/6G4ICKUrsPb117ULGyrQ5N,102645.0,4.0,Album-Cover-GAN/images/6G4ICKUrsPb117ULGyrQ5N.jpeg,
0.686,0.897,11.0,-7.18,0.0,0.0386,0.0103,0.103,0.153,0.355,129.975,audio_features,0FA4wrjDJvJTTU8AepZTup,spotify:track:0FA4wrjDJvJTTU8AepZTup,https://api.spotify.com/v1/tracks/0FA4wrjDJvJTTU8AepZTup,https://api.spotify.com/v1/audio-analysis/0FA4wrjDJvJTTU8AepZTup,163139.0,4.0,Album-Cover-GAN/images/0FA4wrjDJvJTTU8AepZTup.jpeg,
0.691,0.859,4.0,-5.211,0.0,0.116,0.0466,0.0172,0.0505,0.487,142.046,audio_features,2bIxNWvnynGGNq87gMbNcn,spotify:track:2bIxNWvnynGGNq87gMbNcn,https://api.spotify.com/v1/tracks/2bIxNWvnynGGNq87gMbNcn,https://api.spotify.com/v1/audio-analysis/2bIxNWvnynGGNq87gMbNcn,167567.0,4.0,Album-Cover-GAN/images/2bIxNWvnynGGNq87gMbNcn.jpeg,
0.593,0.935,4.0,-3.43,0.0,0.225,0.268,0.0,0.286,0.783,99.976,audio_features,0a4MMyCrzT0En247IhqZbD,spotify:track:0a4MMyCrzT0En247IhqZbD,https://api.spotify.com/v1/tracks/0a4MMyCrzT0En247IhqZbD,https://api.spotify.com/v1/audio-analysis/0a4MMyCrzT0En247IhqZbD,179027.0,4.0,Album-Cover-GAN/images/0a4MMyCrzT0En247IhqZbD.jpeg,
0.72,0.715,11.0,-4.652,1.0,0.04,0.258,0.0568,0.107,0.357,107.041,audio_features,5LYMamLv12UPbemOaTPyeV,spotify:track:5LYMamLv12UPbemOaTPyeV,https://api.spotify.com/v1/tracks/5LYMamLv12UPbemOaTPyeV,https://api.spotify.com/v1/audio-analysis/5LYMamLv12UPbemOaTPyeV,193813.0,4.0,Album-Cover-GAN/images/5LYMamLv12UPbemOaTPyeV.jpeg,
0.464,0.724,7.0,-5.019,1.0,0.0705,0.0188,0.0,0.679,0.303,82.526,audio_features,0rc1HCVoReqzzXF9jssqZk,spotify:track:0rc1HCVoReqzzXF9jssqZk,https://api.spotify.com/v1/tracks/0rc1HCVoReqzzXF9jssqZk,https://api.spotify.com/v1/audio-analysis/0rc1HCVoReqzzXF9jssqZk,174749.0,4.0,Album-Cover-GAN/images/0rc1HCVoReqzzXF9jssqZk.jpeg,
0.752,0.411,11.0,-8.407,0.0,0.0965,0.0242,0.0,0.168,0.458,137.037,audio_features,5rfMpJorQrwpvCOfDM7Q5L,spotify:track:5rfMpJorQrwpvCOfDM7Q5L,https://api.spotify.com/v1/tracks/5rfMpJorQrwpvCOfDM7Q5L,https://api.spotify.com/v1/audio-analysis/5rfMpJorQrwpvCOfDM7Q5L,112170.0,4.0,Album-Cover-GAN/images/5rfMpJorQrwpvCOfDM7Q5L.jpeg,
0.833,0.848,2.0,-6.104,1.0,0.268,0.0193,0.299,0.11,0.249,130.047,audio_features,7eHBDsqfqOMyzMhtnhytNB,spotify:track:7eHBDsqfqOMyzMhtnhytNB,https://api.spotify.com/v1/tracks/7eHBDsqfqOMyzMhtnhytNB,https://api.spotify.com/v1/audio-analysis/7eHBDsqfqOMyzMhtnhytNB,154177.0,4.0,Album-Cover-GAN/images/7eHBDsqfqOMyzMhtnhytNB.jpeg,
0.775,0.742,1.0,-5.226,0.0,0.101,0.0779,2.73e-05,0.401,0.514,121.89,audio_features,3FSOP0KUsO3hv96E92CHsp,spotify:track:3FSOP0KUsO3hv96E92CHsp,https://api.spotify.com/v1/tracks/3FSOP0KUsO3hv96E92CHsp,https://api.spotify.com/v1/audio-analysis/3FSOP0KUsO3hv96E92CHsp,200199.0,4.0,Album-Cover-GAN/images/3FSOP0KUsO3hv96E92CHsp.jpeg,
0.732,0.463,11.0,-6.972,0.0,0.0287,0.374,0.0,0.194,0.397,95.971,audio_features,5DqdesEfbRyOlSS3Tf6c29,spotify:track:5DqdesEfbRyOlSS3Tf6c29,https://api.spotify.com/v1/tracks/5DqdesEfbRyOlSS3Tf6c29,https://api.spotify.com/v1/audio-analysis/5DqdesEfbRyOlSS3Tf6c29,212607.0,4.0,Album-Cover-GAN/images/5DqdesEfbRyOlSS3Tf6c29.jpeg,
0.511,0.541,10.0,-10.1,0.0,0.421,0.0769,0.0,0.1,0.248,101.228,audio_features,7hrcHfHWaLhooHzGltlCYB,spotify:track:7hrcHfHWaLhooHzGltlCYB,https://api.spotify.com/v1/tracks/7hrcHfHWaLhooHzGltlCYB,https://api.spotify.com/v1/audio-analysis/7hrcHfHWaLhooHzGltlCYB,235711.0,3.0,Album-Cover-GAN/images/7hrcHfHWaLhooHzGltlCYB.jpeg,
0.7,0.748,9.0,-8.16,0.0,0.0771,0.226,0.796,0.104,0.154,130.056,audio_features,2lWc1iJlz2NVcStV5fbtPG,spotify:track:2lWc1iJlz2NVcStV5fbtPG,https://api.spotify.com/v1/tracks/2lWc1iJlz2NVcStV5fbtPG,https://api.spotify.com/v1/audio-analysis/2lWc1iJlz2NVcStV5fbtPG,158761.0,4.0,Album-Cover-GAN/images/2lWc1iJlz2NVcStV5fbtPG.jpeg,
0.38,0.488,9.0,-6.637,1.0,0.029,0.126,7.23e-06,0.115,0.268,156.031,audio_features,3fl4zil6HJ0N1FL3YIRwdC,spotify:track:3fl4zil6HJ0N1FL3YIRwdC,https://api.spotify.com/v1/tracks/3fl4zil6HJ0N1FL3YIRwdC,https://api.spotify.com/v1/audio-analysis/3fl4zil6HJ0N1FL3YIRwdC,223120.0,3.0,Album-Cover-GAN/images/3fl4zil6HJ0N1FL3YIRwdC.jpeg,
0.883,0.657,8.0,-5.748,1.0,0.305,0.0603,0.0,0.128,0.284,124.992,audio_features,5qgFgsrrxOjyPmX5YCuK2E,spotify:track:5qgFgsrrxOjyPmX5YCuK2E,https://api.spotify.com/v1/tracks/5qgFgsrrxOjyPmX5YCuK2E,https://api.spotify.com/v1/audio-analysis/5qgFgsrrxOjyPmX5YCuK2E,172933.0,4.0,Album-Cover-GAN/images/5qgFgsrrxOjyPmX5YCuK2E.jpeg,
0.726,0.353,10.0,-10.273,1.0,0.105,0.65,0.002,0.224,0.503,137.66,audio_features,2IlT65thKQQw248mhk2PjQ,spotify:track:2IlT65thKQQw248mhk2PjQ,https://api.spotify.com/v1/tracks/2IlT65thKQQw248mhk2PjQ,https://api.spotify.com/v1/audio-analysis/2IlT65thKQQw248mhk2PjQ,169014.0,4.0,Album-Cover-GAN/images/2IlT65thKQQw248mhk2PjQ.jpeg,
0.779,0.777,1.0,-8.689,1.0,0.0545,0.555,0.0245,0.174,0.34,124.965,audio_features,7mJuTUAyp8EWh15UEoP8a8,spotify:track:7mJuTUAyp8EWh15UEoP8a8,https://api.spotify.com/v1/tracks/7mJuTUAyp8EWh15UEoP8a8,https://api.spotify.com/v1/audio-analysis/7mJuTUAyp8EWh15UEoP8a8,157723.0,4.0,Album-Cover-GAN/images/7mJuTUAyp8EWh15UEoP8a8.jpeg,
0.51,0.833,8.0,-4.095,1.0,0.0984,0.000531,0.0,0.122,0.51,176.846,audio_features,4nYUJ36Qj9hIY9mKj8QZFF,spotify:track:4nYUJ36Qj9hIY9mKj8QZFF,https://api.spotify.com/v1/tracks/4nYUJ36Qj9hIY9mKj8QZFF,https://api.spotify.com/v1/audio-analysis/4nYUJ36Qj9hIY9mKj8QZFF,192073.0,4.0,Album-Cover-GAN/images/4nYUJ36Qj9hIY9mKj8QZFF.jpeg,
0.684,0.636,0.0,-7.429,1.0,0.0317,0.486,4.72e-06,0.111,0.465,129.99,audio_features,7tTiA7pLQxG48C6Q38wON4,spotify:track:7tTiA7pLQxG48C6Q38wON4,https://api.spotify.com/v1/tracks/7tTiA7pLQxG48C6Q38wON4,https://api.spotify.com/v1/audio-analysis/7tTiA7pLQxG48C6Q38wON4,179434.0,4.0,Album-Cover-GAN/images/7tTiA7pLQxG48C6Q38wON4.jpeg,
0.693,0.678,8.0,-7.159,1.0,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,audio_features,6oJ6le65B3SEqPwMRNXWjY,spotify:track:6oJ6le65B3SEqPwMRNXWjY,https://api.spotify.com/v1/tracks/6oJ6le65B3SEqPwMRNXWjY,https://api.spotify.com/v1/audio-analysis/6oJ6le65B3SEqPwMRNXWjY,228267.0,4.0,Album-Cover-GAN/images/6oJ6le65B3SEqPwMRNXWjY.jpeg,
0.802,0.591,8.0,-4.895,1.0,0.225,0.0104,0.0,0.196,0.309,139.864,audio_features,6gi6y1xwmVszDWkUqab1qw,spotify:track:6gi6y1xwmVszDWkUqab1qw,https://api.spotify.com/v1/tracks/6gi6y1xwmVszDWkUqab1qw,https://api.spotify.com/v1/audio-analysis/6gi6y1xwmVszDWkUqab1qw,157712.0,4.0,Album-Cover-GAN/images/6gi6y1xwmVszDWkUqab1qw.jpeg,
0.331,0.614,9.0,-8.262,0.0,0.184,0.746,8.05e-06,0.226,0.354,176.638,audio_features,78Uxd4JjEj0Iy5qtEINWfb,spotify:track:78Uxd4JjEj0Iy5qtEINWfb,https://api.spotify.com/v1/tracks/78Uxd4JjEj0Iy5qtEINWfb,https://api.spotify.com/v1/audio-analysis/78Uxd4JjEj0Iy5qtEINWfb,205000.0,1.0,Album-Cover-GAN/images/78Uxd4JjEj0Iy5qtEINWfb.jpeg,
0.729,0.646,5.0,-7.953,0.0,0.0686,0.0248,0.0,0.168,0.54,125.007,audio_features,7bal8JfR3tSB9Qgf7wAGPL,spotify:track:7bal8JfR3tSB9Qgf7wAGPL,https://api.spotify.com/v1/tracks/7bal8JfR3tSB9Qgf7wAGPL,https://api.spotify.com/v1/audio-analysis/7bal8JfR3tSB9Qgf7wAGPL,148800.0,4.0,Album-Cover-GAN/images/7bal8JfR3tSB9Qgf7wAGPL.jpeg,
